"","sample_number","sample_name","samplename_sequencing_manifest","final_libary_names","dship_operation","niskin.bottle","description","Est_depth","Other_Depth_m","Bottle_Depth_m","Bottle_Temp","Bottle_Salinity","type","date_filtered","volume_filtered","rna_shield","filtered_by","field_box_cell","location_field","notes","sample_conc_ng.ul","extracted.by","extracted.on","final_storage_box_cell","sequencing_job","sequencing_run_plate_well","sequencing_notes","sequencing_job_2","sample_sequencing2_manifest2","sequencing2_run_plate_well","sequencing2_notes","libraryname_pro","libraryname_euk","proQC","eukQC"
"20200716_PS_N11_840_18S.exp.",840,"20200716_PS_N11","20200716_PS_N11_840","20200716_PS_N11_840","PS122/4_47-60 CTD_SBE9plus_321","11","ECO/Oean/BGC deep cast","",NA,212.425,2.2301,34.8794,"CTD","20200716","1000","no","emelia","16-62","JBCOLD_1","","2.77","emelia",20201125,"10_3","2012220-1","3_9_B10","","","","","","20200716_PS_N11_840_16S.exp.","20200716_PS_N11_840_18S.exp.",NA,NA
"20200716_PS_N14_842_18S.exp.",842,"20200716_PS_N14","20200716_PS_N14_842","20200716_PS_N14_842","PS122/4_47-60 CTD_SBE9plus_321","14","ECO/Oean/BGC deep cast","",NA,101.278,-0.7659,34.3232,"CTD","20200716","1000","no","emelia","16-64","JBCOLD_1","","1.68","emelia",20201125,"10_4","2012220-1","3_9_B11","","","","","","20200716_PS_N14_842_16S.exp.","20200716_PS_N14_842_18S.exp.",NA,NA
"20200716_PS_N16_843_18S.exp.",843,"20200716_PS_N16","20200716_PS_N16_843","20200716_PS_N16_843","PS122/4_47-60 CTD_SBE9plus_321","16","ECO/Oean/BGC deep cast","",NA,50.429,-1.4602,33.9094,"CTD","20200716","1000","no","emelia","16-65","JBCOLD_1","","2.72","emelia",20201125,"10_5","2012220-1","3_9_B12","","","","","","20200716_PS_N16_843_16S.exp.","20200716_PS_N16_843_18S.exp.",NA,NA
"20200716_PS_N18_844_18S.exp.",844,"20200716_PS_N18","20200716_PS_N18_844","20200716_PS_N18_844","PS122/4_47-60 CTD_SBE9plus_321","18","ECO/Oean/BGC deep cast","",NA,11.375,-1.6467,32.5306,"CTD","20200716","1000","no","emelia","16-66","JBCOLD_1","","7.43","emelia",20201125,"10_7","2012220-1","3_9_C1","","","","","","20200716_PS_N18_844_16S.exp.","20200716_PS_N18_844_18S.exp.",NA,NA
"20200716_PS_N24_846_18S.exp.",846,"20200716_PS_N24","20200716_PS_N24_846","20200716_PS_N24_846","PS122/4_47-60 CTD_SBE9plus_321","24","ECO/Oean/BGC deep cast","",NA,0.987,-1.6056,32.2964,"CTD","20200716","1000","no","emelia","16-68","JBCOLD_1","","3.28","emelia",20201125,"10_8","2012220-1","3_9_C2","","","","","","20200716_PS_N24_846_16S.exp.","20200716_PS_N24_846_18S.exp.",NA,NA
"20200717_FT_DNA_848_18S.exp.",848,"20200717_FT_DNA","20200717_FT_DNA_848","20200717_FT_DNA_848","PS122/4_47-95 seawatertap_ps","","17.07.2020 19:15","11 m",11,NA,NA,NA,"FT_DNA","20200717","1000","no","emelia","16-70","JBCOLD_1","","5.12","emelia",20201125,"10_9","2012220-1","3_9_C3","","","","","","20200717_FT_DNA_848_16S.exp.","20200717_FT_DNA_848_18S.exp.","B",NA
"20200717_LeadA_10cm_849_18S.exp.",849,"20200717_LeadA_10cm","20200717_LeadA_10cm_849","20200717_LeadA_10cm_849","PS122/4_47-145 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","",0.1,NA,NA,NA,"Lead ","20200717","500","no","emelia","16-71","JBCOLD_1","","14.1","emelia",20201201,"10_10","2012220-1","3_9_C4","","","","","","20200717_LeadA_10cm_849_16S.exp.","20200717_LeadA_10cm_849_18S.exp.",NA,NA
"20200717_LeadA_40cm_850_18S.exp.",850,"20200717_LeadA_40cm","20200717_LeadA_40cm_850","20200717_LeadA_40cm_850","PS122/4_47-145 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","",0.4,NA,NA,NA,"Lead ","20200717","500","no","emelia","16-72","JBCOLD_1","","32.8","emelia",20201201,"10_11","2012220-1","3_9_C5","","","","","","20200717_LeadA_40cm_850_16S.exp.","20200717_LeadA_40cm_850_18S.exp.",NA,NA
"20200717_LeadA_100cm_851_18S.exp.",851,"20200717_LeadA_100cm","20200717_LeadA_100cm_851","20200717_LeadA_100cm_851","PS122/4_47-145 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","",1,NA,NA,NA,"Lead ","20200717","500","no","emelia","16-73","JBCOLD_1","","6.26","emelia",20201201,"10_12","2012220-1","3_9_C6","","","","","","20200717_LeadA_100cm_851_16S.exp.","20200717_LeadA_100cm_851_18S.exp.",NA,NA
"20200717_LeadB_10cm_852_18S.exp.",852,"20200717_LeadB_10cm","20200717_LeadB_10cm_852","20200717_LeadB_10cm_852","PS122/4_47-146 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. ","",0.1,NA,NA,NA,"Lead ","20200717","380","no","emelia","16-74","JBCOLD_1","","20","emelia",20201201,"10_13","2012220-1","3_9_C7","","","","","","20200717_LeadB_10cm_852_16S.exp.","20200717_LeadB_10cm_852_18S.exp.",NA,NA
"20200717_LeadB_45cm_853_18S.exp.",853,"20200717_LeadB_45cm","20200717_LeadB_45cm_853","20200717_LeadB_45cm_853","PS122/4_47-146 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","",0.45,NA,NA,NA,"Lead ","20200717","380","no","emelia","16-75","JBCOLD_1","","33.3","emelia",20201201,"10_14","2012220-1","3_9_C8","","","","","","20200717_LeadB_45cm_853_16S.exp.","20200717_LeadB_45cm_853_18S.exp.","A",NA
"20200717_LeadB_100cm_854_18S.exp.",854,"20200717_LeadB_100cm","20200717_LeadB_100cm_854","20200717_LeadB_100cm_854","PS122/4_47-146 peristaltic_pump","","Lead survey to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","",1,NA,NA,NA,"Lead ","20200717","500","no","emelia","16-76","JBCOLD_1","","4.56","emelia",20201201,"10_15","2012220-1","3_9_C9","","","","","","20200717_LeadB_100cm_854_16S.exp.","20200717_LeadB_100cm_854_18S.exp.",NA,NA
"20200718_FT_DNA_856_18S.exp.",856,"20200718_FT_DNA","20200718_FT_DNA_856","20200718_FT_DNA_856","PS122/4_47-141 seawatertap_ps","","18.07.2020 17:50","11 m",11,NA,NA,NA,"FT_DNA","20200718","1000","no","emelia","16-77","JBCOLD_1","","15","emelia",20201201,"10_16","2012220-1","3_9_C10","","","","","","20200718_FT_DNA_856_16S.exp.","20200718_FT_DNA_856_18S.exp.",NA,NA
"20200718_meltpond_stern_857_18S.exp.",857,"20200718_meltpond_stern","20200718_meltpond_stern_857","20200718_meltpond_stern_857","PS122/4_47-144 peristaltic_pump","","AFT NOT STERN melt pond sampling in conjunction with ECO/ICE, also collected ambient CH4 and deployed flux chamber","surface ",0.05,NA,NA,NA,"Melt_Pond","20200718","500","no","emelia","16-78","JBCOLD_1","","2.35","emelia",20201201,"10_17","2012220-1","3_9_C11","","","","","","20200718_meltpond_stern_857_16S.exp.","20200718_meltpond_stern_857_18S.exp.",NA,NA
"20200719_FT_DNA_858_18S.exp.",858,"20200719_FT_DNA","20200719_FT_DNA_858","20200719_FT_DNA_858","PS122/4_47-142 seawatertap_ps","","19.07.2020 17:20","11 m",11,NA,NA,NA,"FT_DNA","20200719","1000","no","emelia","16-79","JBCOLD_1","","15.9","emelia",20201201,"10_18","2012220-1","3_9_C12","","","","","","20200719_FT_DNA_858_16S.exp.","20200719_FT_DNA_858_18S.exp.",NA,NA
"20200719_bag57_end_859_18S.exp.",859,"20200719_bag57_end","20200719_bag57_end_859","20200719_bag57_end_859","PS122/3_30-38 CTD_SBE9plus_935","12","Methox TF, end of bag 57, 20200305_OC_2m","",NA,NA,NA,NA,"incubation","20200719","300","no ","emelia","16-80","JBCOLD_1","","3.93","emelia",20201201,"10_19","2012220-1","3_9_D1","","","","","","20200719_bag57_end_859_16S.exp.","20200719_bag57_end_859_18S.exp.",NA,NA
"20200719_bag59_end_861_18S.exp.",861,"20200719_bag59_end","20200719_bag59_end_861","20200719_bag59_end_861","PS122/3_30-40 CTD_SBE9plus_935","1","Methox TF, end of bag 59, 20200305_5m_B","",NA,NA,NA,NA,"incubation","20200719","340","no","emelia","19-01","JBCOLD_1","","1.66","emelia",20201201,"10_20","2012220-1","3_9_D2","needs to be resequenced due to bad library build"," A21604-1","20200719_bag59_end_861","1_1_F5","","20200719_bag59_end_861_16S.exp.","20200719_bag59_end_861_18S.exp.",NA,"B"
"20200719_bag60_end_863_18S.exp.",863,"20200719_bag60_end","20200719_bag60_end_863","20200719_bag60_end_863","PS122/3_31-18 CTD_SBE9plus_935","1","Methox TF, end of bag 60. 20200310_OC_250m_A","",NA,NA,NA,NA,"incubation","20200719","380","no","emelia","19-03","JBCOLD_1","","2.36","emelia",20201201,"10_21","2012220-1","3_9_D3","needs to be resequenced due to bad library build"," A21604-1","20200719_bag60_end_863","1_1_F6","","20200719_bag60_end_863_16S.exp.","20200719_bag60_end_863_18S.exp.",NA,"C"
"20200719_bag61_end_865_18S.exp.",865,"20200719_bag61_end","20200719_bag61_end_865","20200719_bag61_end_865","PS122/3_31-18 CTD_SBE9plus_935","1","Methox TF, end of bag 61, 20200310_OC_250m_B","",NA,NA,NA,NA,"incubation","20200719","410","no","emelia","19-05","JBCOLD_1","","1.99","emelia",20201201,"10_22","2012220-1","3_9_D4","","","","","","20200719_bag61_end_865_16S.exp.","20200719_bag61_end_865_18S.exp.",NA,"B"
"20200719_bag64_end_867_18S.exp.",867,"20200719_bag64_end","20200719_bag64_end_867","20200719_bag64_end_867","PS122/3_31-19 CTD_SBE9plus_935","1","Methox TF, end of bag 64, 20200310_OC_5m_A","",NA,NA,NA,NA,"incubation","20200719","430","no","emelia","19-07","JBCOLD_1","","1.83","emelia",20201201,"10_23","2012220-1","3_9_D5","","","","","","20200719_bag64_end_867_16S.exp.","20200719_bag64_end_867_18S.exp.",NA,NA
"20200719_bag65_end_869_18S.exp.",869,"20200719_bag65_end","20200719_bag65_end_869","20200719_bag65_end_869","PS122/3_31-19 CTD_SBE9plus_935","1","Methox TF, end of bag 65, 20200310_OC_5m_B","",NA,NA,NA,NA,"incubation","20200719","400","no","emelia","19-09","JBCOLD_1","","2.46","emelia",20201201,"10_24","2012220-1","3_9_D6","needs to be resequenced due to bad library build"," A21604-1","20200719_bag65_end_869","1_1_F7","","20200719_bag65_end_869_16S.exp.","20200719_bag65_end_869_18S.exp.","B",NA
"20200720_FT_DNA_871_18S.exp.",871,"20200720_FT_DNA","20200720_FT_DNA_871","20200720_FT_DNA_871","PS122/4_48-16 seawatertap_ps","","20.07.2020 15:00","11 m",11,NA,NA,NA,"FT_DNA","20200720","1000","no","emelia","19-11","JBCOLD_1","","20","emelia",20201201,"10_25","2012220-1","3_9_D7","","","","","","20200720_FT_DNA_871_16S.exp.","20200720_FT_DNA_871_18S.exp.","A",NA
"20200721_FT_DNA_872_18S.exp.",872,"20200721_FT_DNA","20200721_FT_DNA_872","20200721_FT_DNA_872","PS122/4_48-107 seawatertap_ps","","21.07.2020 15:25","11 m",11,NA,NA,NA,"FT_DNA","20200721","1000","no","emelia","19-12","JBCOLD_1","","21.1","emelia",20201201,"10_26","2012220-1","3_9_D8","","","","","","20200721_FT_DNA_872_16S.exp.","20200721_FT_DNA_872_18S.exp.",NA,NA
"20200721_B12_T0_873_18S.exp.",873,"20200721_B12_T0","20200721_B12_T0_873","20200721_B12_T0_873","PS122/4_48-123 hand pump","","B12 T0, water pumped directly from under level sea ice at Eco Lodge (Logistics area near PS)","2 m",2,NA,NA,NA,"experiment","20200722","500","no","emelia","19-13","JBCOLD_1","","4.21","emelia",20201201,"10_27","2012220-1","3_9_D9","","","","","","20200721_B12_T0_873_16S.exp.","20200721_B12_T0_873_18S.exp.",NA,NA
"20200722_FT_DNA_876_18S.exp.",876,"20200722_FT_DNA","20200722_FT_DNA_876","20200722_FT_DNA_876","PS122/4_48-108 seawatertap_ps","","22.07.2020 21:25","11 m",11,NA,NA,NA,"FT_DNA","20200722","500","no","emelia","19-16","JBCOLD_1","","14.2","emelia",20201201,"10_28","2012220-1","3_9_D10","","","","","","20200722_FT_DNA_876_16S.exp.","20200722_FT_DNA_876_18S.exp.",NA,NA
"20200720_FYI_bottom15cm_877_18S.exp.",877,"20200720_FYI_bottom15cm","20200720_FYI_bottom15cm_877","20200720_FYI_bottom15cm_877","PS122/4_48-23 SI_corer_9cm",""," FYI coring - Area almost completely drained, direct melt in gastight bag methox T0","0-15 cm",NA,NA,NA,NA,"ICE ","20200722","180","no","emelia","19-17","JBCOLD_1","","16.5","emelia",20201201,"10_29","2012220-1","3_9_D11","","","","","","20200720_FYI_bottom15cm_877_16S.exp.","20200720_FYI_bottom15cm_877_18S.exp.",NA,NA
"20200720_FYI_pucks_879_18S.exp.",879,"20200720_FYI_pucks","20200720_FYI_pucks_879","20200720_FYI_pucks_879","PS122/4_48-23 SI_corer_9cm","","False bottoms from refrozen freshwater lens under MethOx core","pucks",NA,NA,NA,NA,"ICE","20200722","150","no","emelia","19-19","JBCOLD_1","","24","emelia",20201201,"10_30","2012220-1","3_9_D12","","","","","","20200720_FYI_pucks_879_16S.exp.","20200720_FYI_pucks_879_18S.exp.",NA,NA
"20200722_LeadA_5cm_880_18S.exp.",880,"20200722_LeadA_5cm","20200722_LeadA_5cm_880","20200722_LeadA_5cm_880","PS122/4_48-112 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","5 cm, above",0.05,NA,NA,NA,"Lead ","20200722","100","no","emelia","19-20","JBCOLD_1","","14.6","emelia",20201201,"10_31","2012220-1","3_9_E1","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadA_5cm_880","1_1_F12","","20200722_LeadA_5cm_880_16S.exp.","20200722_LeadA_5cm_880_18S.exp.","B",NA
"20200722_LeadA_80cm_881_18S.exp.",881,"20200722_LeadA_80cm","20200722_LeadA_80cm_881","20200722_LeadA_80cm_881","PS122/4_48-112 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","80 cm, creamy layer",0.8,NA,NA,NA,"Lead ","20200722","300","no","emelia","19-21","JBCOLD_1","","11.6","emelia",20201201,"10_32","2012220-1","3_9_E2","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadA_80cm_881","1_1_G1","","20200722_LeadA_80cm_881_16S.exp.","20200722_LeadA_80cm_881_18S.exp.","B",NA
"20200722_LeadA_100cm_882_18S.exp.",882,"20200722_LeadA_100cm","20200722_LeadA_100cm_882","20200722_LeadA_100cm_882","PS122/4_48-112 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","100 cm, below",1,NA,NA,NA,"Lead ","20200722","500","no","emelia","19-22","JBCOLD_1","","8.7","emelia",20201201,"10_33","2012220-1","3_9_E3","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadA_100cm_882","1_1_F11","","20200722_LeadA_100cm_882_16S.exp.","20200722_LeadA_100cm_882_18S.exp.","B",NA
"20200722_LeadD_5cm_883_18S.exp.",883,"20200722_LeadD_5cm","20200722_LeadD_5cm_883","20200722_LeadD_5cm_883","PS122/4_48-113 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","5 cm, above",0.05,NA,NA,NA,"Lead ","20200722","300","no","emelia","19-23","JBCOLD_1","","23.7","emelia",20201201,"10_34","2012220-1","3_9_E4","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadD_5cm_883","1_1_G6","","20200722_LeadD_5cm_883_16S.exp.","20200722_LeadD_5cm_883_18S.exp.","B",NA
"20200722_LeadD_55cm_884_18S.exp.",884,"20200722_LeadD_55cm","20200722_LeadD_55cm_884","20200722_LeadD_55cm_884","PS122/4_48-113 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","55 cm, creamy layer",0.55,NA,NA,NA,"Lead ","20200722","300","no","emelia","19-24","JBCOLD_1","","9.4","emelia",20201201,"10_35","2012220-1","3_9_E5","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadD_55cm_884","1_1_G5","","20200722_LeadD_55cm_884_16S.exp.","20200722_LeadD_55cm_884_18S.exp.","B",NA
"20200722_LeadD_100cm_885_18S.exp.",885,"20200722_LeadD_100cm","20200722_LeadD_100cm_885","20200722_LeadD_100cm_885","PS122/4_48-113 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","100 cm, below",1,NA,NA,NA,"Lead ","20200722","500","no","emelia","19-25","JBCOLD_1","","8.36","emelia",20201201,"10_36","2012220-1","3_9_E6","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadD_100cm_885","1_1_G4","","20200722_LeadD_100cm_885_16S.exp.","20200722_LeadD_100cm_885_18S.exp.","B",NA
"20200722_LeadC_100cm_886_18S.exp.",886,"20200722_LeadC_100cm","20200722_LeadC_100cm_886","20200722_LeadC_100cm_886","PS122/4_48-111 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","100 cm, below",1,NA,NA,NA,"Lead ","20200722","500","no","emelia","19-26","JBCOLD_1","","6.04","emelia",20201201,"10_37","2012220-1","3_9_E7","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadC_100cm_886","1_1_G2","","20200722_LeadC_100cm_886_16S.exp.","20200722_LeadC_100cm_886_18S.exp.","B",NA
"20200722_LeadC_45cm_887_18S.exp.",887,"20200722_LeadC_45cm","20200722_LeadC_45cm_887","20200722_LeadC_45cm_887","PS122/4_48-111 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","45 cm, creamy layer",0.45,NA,NA,NA,"Lead ","20200722","300","no","emelia","19-27","JBCOLD_1","","6.57","emelia",20201201,"10_38","2012220-1","3_9_E8","needs to be resequenced due to bad library build"," A21604-1","20200722_LeadC_45cm_887","1_1_G3","","20200722_LeadC_45cm_887_16S.exp.","20200722_LeadC_45cm_887_18S.exp.",NA,"B"
"20200722_LeadC_10cm_888_18S.exp.",888,"20200722_LeadC_10cm","20200722_LeadC_10cm_888","20200722_LeadC_10cm_888","PS122/4_48-111 peristaltic_pump","","Lead survey #2 to capture meltwater stratification. Joint with ICE/ECO. Also sampled for ambient methane. Not accurate lat/long","10 cm, above",0.1,NA,NA,NA,"Lead ","20200722","300","no","emelia","19-28","JBCOLD_1","","11.1","emelia",20201201,"10_39","2012220-1","3_9_E9","","","","","","20200722_LeadC_10cm_888_16S.exp.","20200722_LeadC_10cm_888_18S.exp.",NA,NA
"20200723_PS_N2_889_18S.exp.",889,"20200723_PS_N2","20200723_PS_N2_889","20200723_PS_N2_889","PS122/4_48-62 CTD_SBE9plus_321","2","ECO/Oean/BGC deep cast","2362 m",NA,2400.062,-0.7147,34.9288,"CTD","20200723","1000","no","emelia","19-29","JBCOLD_1","","0.601","emelia",20201201,"10_40","2012220-1","3_9_E10","","","","","","20200723_PS_N2_889_16S.exp.","20200723_PS_N2_889_18S.exp.",NA,NA
"20200723_PS_N3_891_18S.exp.",891,"20200723_PS_N3","20200723_PS_N3_891","20200723_PS_N3_891","PS122/4_48-62 CTD_SBE9plus_321","3","ECO/Oean/BGC deep cast","2200 m (O2 min)",NA,2235.39,-0.6826,34.9247,"CTD","20200723","1000","no","emelia","19-31","JBCOLD_1","","0.905","emelia",20201201,"10_41","2012220-1","3_9_E11","","","","","","20200723_PS_N3_891_16S.exp.","20200723_PS_N3_891_18S.exp.",NA,NA
"20200723_PS_N5_892_18S.exp.",892,"20200723_PS_N5","20200723_PS_N5_892","20200723_PS_N5_892","PS122/4_48-62 CTD_SBE9plus_321","5","ECO/Oean/BGC deep cast","1500m",NA,1522.473,-0.461,34.9184,"CTD","20200723","1000","no","emelia","19-32","JBCOLD_1","","0.754","emelia",20201201,"10_42","2012220-1","3_9_E12","","","","","","20200723_PS_N5_892_16S.exp.","20200723_PS_N5_892_18S.exp.",NA,"A"
"20200723_PS_N6_893_18S.exp.",893,"20200723_PS_N6","20200723_PS_N6_893","20200723_PS_N6_893","PS122/4_48-62 CTD_SBE9plus_321","6","ECO/Oean/BGC deep cast","1000m",NA,1014.65,-0.1275,34.9049,"CTD","20200723","1000","no","emelia","19-33","JBCOLD_1","","1.21","emelia",20201201,"10_43","2012220-1","3_9_F1","","","","","","20200723_PS_N6_893_16S.exp.","20200723_PS_N6_893_18S.exp.",NA,NA
"20200723_PS_N7_894_18S.exp.",894,"20200723_PS_N7","20200723_PS_N7_894","20200723_PS_N7_894","PS122/4_48-62 CTD_SBE9plus_321","7","ECO/Oean/BGC deep cast","500m",NA,506.333,0.6602,34.8839,"CTD","20200723","1000","no","emelia","19-34","JBCOLD_1","","1.36","emelia",20201201,"10_44","2012220-1","3_9_F2","","","","","","20200723_PS_N7_894_16S.exp.","20200723_PS_N7_894_18S.exp.",NA,NA
"20200723_PS_N10_895_18S.exp.",895,"20200723_PS_N10","20200723_PS_N10_895","20200723_PS_N10_895","PS122/4_48-62 CTD_SBE9plus_321","10","ECO/Oean/BGC deep cast","300m (tmax)",NA,303.564,0.9133,34.8392,"CTD","20200723","1000","no","emelia","19-35","JBCOLD_1","","1.85","emelia",20201201,"10_45","2012220-1","3_9_F3","needs to be resequenced due to bad library build"," A21604-1","20200723_PS_N10_895","1_1_G7","","20200723_PS_N10_895_16S.exp.","20200723_PS_N10_895_18S.exp.","B",NA
"20200723_PS_N13_897_18S.exp.",897,"20200723_PS_N13","20200723_PS_N13_897","20200723_PS_N13_897","PS122/4_48-62 CTD_SBE9plus_321","13","ECO/Oean/BGC deep cast","100m",NA,101.166,-1.6511,34.1151,"CTD","20200723","1000","no ","emelia","19-37","JBCOLD_1","","3.08","emelia",20201201,"10_46","2012220-1","3_9_F4","","","","","","20200723_PS_N13_897_16S.exp.","20200723_PS_N13_897_18S.exp.",NA,NA
"20200723_PS_N15_898_18S.exp.",898,"20200723_PS_N15","20200723_PS_N15_898","20200723_PS_N15_898","PS122/4_48-62 CTD_SBE9plus_321","15","ECO/Oean/BGC deep cast","50m",NA,50.257,-1.6796,33.5601,"CTD","20200723","1000","no","emelia","19-38","JBCOLD_1","","4.01","emelia",20201201,"10_47","2012220-1","3_9_F5","needs to be resequenced due to bad library build"," A21604-1","20200723_PS_N15_898","1_1_G8","","20200723_PS_N15_898_16S.exp.","20200723_PS_N15_898_18S.exp.",NA,"B"
"20200723_PS_N18_899_18S.exp.",899,"20200723_PS_N18","20200723_PS_N18_899","20200723_PS_N18_899","PS122/4_48-62 CTD_SBE9plus_321","18","ECO/Oean/BGC deep cast","15m (chl max)",NA,15.168,-1.5402,31.9923,"CTD","20200723","1000","no","emelia","19-39","JBCOLD_1","","10.7","emelia",20201201,"10_48","2012220-1","3_9_F6","","","","","","20200723_PS_N18_899_16S.exp.","20200723_PS_N18_899_18S.exp.",NA,NA
"20200723_PS_N21_901_18S.exp.",901,"20200723_PS_N21","20200723_PS_N21_901","20200723_PS_N21_901","PS122/4_48-62 CTD_SBE9plus_321","21","ECO/Oean/BGC deep cast","10 m",NA,10.105,-1.5053,31.7862,"CTD","20200723","500","no","emelia","19-41","JBCOLD_1","","9.19","emelia",20201201,"10_49","2012220-1","3_9_F7","needs to be resequenced due to bad library build"," A21604-1","20200723_PS_N21_901","1_1_G11","","20200723_PS_N21_901_16S.exp.","20200723_PS_N21_901_18S.exp.",NA,"B"
